,Unnamed: 0,Unnamed: 0.1,tour_descript,city,dates,theatre,city_opening_date,city_closing_date,geo_code,full_code,metro_area_name,year
4136,4136,4136,joseph and the amazing technicolor dreamcoat (tour: 2014),"Chicago, IL","Mar 18, 2014 - Mar 30, 2014",Cadillac Palace Theatre,2014-03-18 00:00:00,2014-03-30 00:00:00,602,US-IL-602,Chicago IL,2019
4137,4137,4137,chicago (tour),"Chicago, IL","May 07, 2019 - May 12, 2019",Cadillac Palace Theatre,2019-05-07 00:00:00,2019-05-12 00:00:00,602,US-IL-602,Chicago IL,2019
4138,4138,4138,chicago (tour),"Chicago, IL","May 10, 2016 - May 15, 2016",Cadillac Palace Theatre,2016-05-10 00:00:00,2016-05-15 00:00:00,602,US-IL-602,Chicago IL,2013
4139,4139,4139,chicago (tour),"Chicago, IL","Feb 25, 2014 - Mar 02, 2014",CIBC Theatre,2014-02-25 00:00:00,2014-03-02 00:00:00,602,US-IL-602,Chicago IL,2007
4140,4140,4140,if/then (tour),"Chicago, IL","Feb 23, 2016 - Mar 06, 2016",James M. Nederlander Theatre,2016-02-23 00:00:00,2016-03-06 00:00:00,602,US-IL-602,Chicago IL,2019
4141,4141,4141,the sound of music (tour),"Chicago, IL","Jun 07, 2016 - Jun 19, 2016",Cadillac Palace Theatre,2016-06-07 00:00:00,2016-06-19 00:00:00,602,US-IL-602,Chicago IL,2016
4142,4142,4142,a gentleman's guide to love &amp; murder (tour),"Chicago, IL","Sep 29, 2015 - Oct 11, 2015",CIBC Theatre,2015-09-29 00:00:00,2015-10-11 00:00:00,602,US-IL-602,Chicago IL,2015
4143,4143,4143,beautiful the carole king musical (tour),"Chicago, IL","Dec 05, 2017 - Jan 28, 2018",Cadillac Palace Theatre,2017-12-05 00:00:00,2018-01-28 00:00:00,602,US-IL-602,Chicago IL,2013
4144,4144,4144,beautiful the carole king musical (tour),"Chicago, IL","Dec 01, 2015 - Feb 21, 2016",James M. Nederlander Theatre,2015-12-01 00:00:00,2016-02-21 00:00:00,602,US-IL-602,Chicago IL,2015
4145,4145,4145,cabaret (tour),"Chicago, IL","Feb 09, 2016 - Feb 21, 2016",CIBC Theatre,2016-02-09 00:00:00,2016-02-21 00:00:00,602,US-IL-602,Chicago IL,2015
4146,4146,4146,an american in paris (tour),"Chicago, IL","Jul 25, 2017 - Aug 13, 2017",James M. Nederlander Theatre,2017-07-25 00:00:00,2017-08-13 00:00:00,602,US-IL-602,Chicago IL,2017
4147,4147,4147,finding neverland (tour),"Chicago, IL","Nov 22, 2016 - Dec 04, 2016",Cadillac Palace Theatre,2016-11-22 00:00:00,2016-12-04 00:00:00,602,US-IL-602,Chicago IL,2015
4148,4148,4148,the curious incident of the dog in the night-time (tour),"Chicago, IL","Dec 06, 2016 - Dec 24, 2016",James M. Nederlander Theatre,2016-12-06 00:00:00,2016-12-24 00:00:00,602,US-IL-602,Chicago IL,2015
4149,4149,4149,the king and i (tour),"Chicago, IL","Jun 13, 2017 - Jul 02, 2017",James M. Nederlander Theatre,2017-06-13 00:00:00,2017-07-02 00:00:00,602,US-IL-602,Chicago IL,2018
4150,4150,4150,something rotten! (tour),"Chicago, IL","Jul 11, 2017 - Jul 23, 2017",James M. Nederlander Theatre,2017-07-11 00:00:00,2017-07-23 00:00:00,602,US-IL-602,Chicago IL,2015
4151,4151,4151,fun home (tour),"Chicago, IL","Nov 02, 2016 - Nov 13, 2016",James M. Nederlander Theatre,2016-11-02 00:00:00,2016-11-13 00:00:00,602,US-IL-602,Chicago IL,2012
4152,4152,4152,evita (tour: 2013),"Chicago, IL","Sep 17, 2013 - Oct 06, 2013",James M. Nederlander Theatre,2013-09-17 00:00:00,2013-10-06 00:00:00,602,US-IL-602,Chicago IL,2014
4153,4153,4153,anything goes (tour),"Chicago, IL","Apr 30, 2013 - May 05, 2013",Cadillac Palace Theatre,2013-04-30 00:00:00,2013-05-05 00:00:00,602,US-IL-602,Chicago IL,2013
4154,4154,4154,anything goes (tour),"Chicago, IL","Apr 23, 2013 - Apr 28, 2013",Cadillac Palace Theatre,2013-04-23 00:00:00,2013-04-28 00:00:00,602,US-IL-602,Chicago IL,2010
4155,4155,4155,peter and the starcatcher (tour),"Chicago, IL","Apr 01, 2014 - Apr 13, 2014",CIBC Theatre,2014-04-01 00:00:00,2014-04-13 00:00:00,602,US-IL-602,Chicago IL,2007
4156,4156,4156,war horse (tour),"Chicago, IL","Dec 18, 2012 - Jan 05, 2013",Cadillac Palace Theatre,2012-12-18 00:00:00,2013-01-05 00:00:00,602,US-IL-602,Chicago IL,2005
4157,4157,4157,fela! (tour),"Chicago, IL","Feb 19, 2013 - Feb 24, 2013",Arie Crown Theater,2013-02-19 00:00:00,2013-02-24 00:00:00,602,US-IL-602,Chicago IL,2016
4158,4158,4158,fela! (tour),"Chicago, IL","Mar 27, 2012 - Apr 15, 2012",James M. Nederlander Theatre,2012-03-27 00:00:00,2012-04-15 00:00:00,602,US-IL-602,Chicago IL,2015
4159,4159,4159,dr. seuss' how the grinch stole christmas! (tour),"Chicago, IL","Nov 20, 2014 - Nov 29, 2014",Chicago Theatre,2014-11-20 00:00:00,2014-11-29 00:00:00,602,US-IL-602,Chicago IL,2018
4160,4160,4160,sister act (tour),"Chicago, IL","Nov 13, 2012 - Dec 02, 2012",Auditorium Theatre of Roosevelt University,2012-11-13 00:00:00,2012-12-02 00:00:00,602,US-IL-602,Chicago IL,2014
4161,4161,4161,priscilla queen of the desert (tour),"Chicago, IL","Mar 19, 2013 - Mar 31, 2013",Auditorium Theatre of Roosevelt University,2013-03-19 00:00:00,2013-03-31 00:00:00,602,US-IL-602,Chicago IL,2012
4162,4162,4162,hedwig and the angry inch (tour),"Chicago, IL","Mar 07, 2017 - Mar 19, 2017",James M. Nederlander Theatre,2017-03-07 00:00:00,2017-03-19 00:00:00,602,US-IL-602,Chicago IL,2015
4163,4163,4163,les misérables (tour: 25th anniversary),"Chicago, IL","Nov 14, 2012 - Dec 02, 2012",Cadillac Palace Theatre,2012-11-14 00:00:00,2012-12-02 00:00:00,602,US-IL-602,Chicago IL,2017
4164,4164,4164,les misérables (tour: 25th anniversary),"Chicago, IL","Feb 01, 2011 - Feb 27, 2011",Cadillac Palace Theatre,2011-02-01 00:00:00,2011-02-27 00:00:00,602,US-IL-602,Chicago IL,2015
4165,4165,4165,a night with janis joplin (tour),"Chicago, IL","Mar 06, 2016 - Mar 06, 2016",Chicago Theatre,2016-03-06 00:00:00,2016-03-06 00:00:00,602,US-IL-602,Chicago IL,2018
4166,4166,4166,next to normal (tour),"Chicago, IL","Apr 26, 2011 - May 08, 2011",CIBC Theatre,2011-04-26 00:00:00,2011-05-08 00:00:00,602,US-IL-602,Chicago IL,2016
4167,4167,4167,elf (tour),"Chicago, IL","Nov 26, 2013 - Dec 15, 2013",Cadillac Palace Theatre,2013-11-26 00:00:00,2013-12-15 00:00:00,602,US-IL-602,Chicago IL,2016
4168,4168,4168,mary poppins (tour),"Chicago, IL","Oct 10, 2011 - Nov 06, 2011",Cadillac Palace Theatre,2011-10-10 00:00:00,2011-11-06 00:00:00,602,US-IL-602,Chicago IL,2015
4169,4169,4169,mary poppins (tour),"Chicago, IL","Mar 11, 2009 - Jul 12, 2009",Cadillac Palace Theatre,2009-03-11 00:00:00,2009-07-12 00:00:00,602,US-IL-602,Chicago IL,2016
4170,4170,4170,la cage aux folles (tour),"Chicago, IL","Dec 20, 2011 - Jan 01, 2012",CIBC Theatre,2011-12-20 00:00:00,2012-01-01 00:00:00,602,US-IL-602,Chicago IL,2019
4171,4171,4171,aladdin (tour),"Chicago, IL","Apr 11, 2017 - Sep 10, 2017",Cadillac Palace Theatre,2017-04-11 00:00:00,2017-09-10 00:00:00,602,US-IL-602,Chicago IL,2016
4172,4172,4172,jekyll &amp; hyde (tour),"Chicago, IL","Mar 12, 2013 - Mar 24, 2013",Cadillac Palace Theatre,2013-03-12 00:00:00,2013-03-24 00:00:00,602,US-IL-602,Chicago IL,2016
4173,4173,4173,the addams family (tour),"Chicago, IL","Dec 20, 2011 - Jan 01, 2012",Cadillac Palace Theatre,2011-12-20 00:00:00,2012-01-01 00:00:00,602,US-IL-602,Chicago IL,2016
4174,4174,4174,jersey boys (tour),"Chicago, IL","Apr 03, 2012 - Jun 03, 2012",CIBC Theatre,2012-04-03 00:00:00,2012-06-03 00:00:00,602,US-IL-602,Chicago IL,2017
4175,4175,4175,come fly away (tour),"Chicago, IL","Jan 10, 2012 - Jan 22, 2012",CIBC Theatre,2012-01-10 00:00:00,2012-01-22 00:00:00,602,US-IL-602,Chicago IL,2017
4176,4176,4176,peter pan (tour),"Chicago, IL","Jan 30, 2013 - Feb 10, 2013",Cadillac Palace Theatre,2013-01-30 00:00:00,2013-02-10 00:00:00,602,US-IL-602,Chicago IL,2017
4177,4177,4177,shrek the musical (tour),"Chicago, IL","Jul 13, 2010 - Sep 05, 2010",Cadillac Palace Theatre,2010-07-13 00:00:00,2010-09-05 00:00:00,602,US-IL-602,Chicago IL,2017
4178,4178,4178,west side story (tour),"Chicago, IL","Jul 19, 2011 - Aug 14, 2011",Cadillac Palace Theatre,2011-07-19 00:00:00,2011-08-14 00:00:00,602,US-IL-602,Chicago IL,2017
4179,4179,4179,9 to 5 (tour),"Chicago, IL","Jan 18, 2011 - Jan 30, 2011",CIBC Theatre,2011-01-18 00:00:00,2011-01-30 00:00:00,602,US-IL-602,Chicago IL,2017
4180,4180,4180,young frankenstein (tour),"Chicago, IL","Nov 03, 2009 - Dec 13, 2009",Cadillac Palace Theatre,2009-11-03 00:00:00,2009-12-13 00:00:00,602,US-IL-602,Chicago IL,2014
4181,4181,4181,flashdance the musical (tour),"Chicago, IL","Aug 06, 2013 - Aug 18, 2013",Cadillac Palace Theatre,2013-08-06 00:00:00,2013-08-18 00:00:00,602,US-IL-602,Chicago IL,2013
4182,4182,4182,dirty dancing (tour),"Chicago, IL","Aug 18, 2015 - Aug 30, 2015",Cadillac Palace Theatre,2015-08-18 00:00:00,2015-08-30 00:00:00,602,US-IL-602,Chicago IL,2013
4183,4183,4183,the bodyguard (tour),"Chicago, IL","Jan 31, 2017 - Feb 12, 2017",James M. Nederlander Theatre,2017-01-31 00:00:00,2017-02-12 00:00:00,602,US-IL-602,Chicago IL,2013
4184,4184,4184,the 101 dalmations musical (tour),"Chicago, IL","Feb 16, 2010 - Feb 28, 2010",Cadillac Palace Theatre,2010-02-16 00:00:00,2010-02-28 00:00:00,602,US-IL-602,Chicago IL,2012
4185,4185,4185,we will rock you (tour),"Chicago, IL","Oct 22, 2013 - Oct 27, 2013",Cadillac Palace Theatre,2013-10-22 00:00:00,2013-10-27 00:00:00,602,US-IL-602,Chicago IL,2013
4186,4186,4186,memphis (tour),"Chicago, IL","Nov 22, 2011 - Dec 04, 2011",Cadillac Palace Theatre,2011-11-22 00:00:00,2011-12-04 00:00:00,602,US-IL-602,Chicago IL,2013
4187,4187,4187,a christmas story the musical (tour),"Chicago, IL","Dec 13, 2011 - Jan 01, 2012",Chicago Theatre,2011-12-13 00:00:00,2012-01-01 00:00:00,602,US-IL-602,Chicago IL,2013
4188,4188,4188,camelot (tour),"Chicago, IL","May 01, 2007 - May 13, 2007",CIBC Theatre,2007-05-01 00:00:00,2007-05-13 00:00:00,602,US-IL-602,Chicago IL,2017
4189,4189,4189,bring it on the musical (tour),"Chicago, IL","Mar 06, 2012 - Mar 25, 2012",Cadillac Palace Theatre,2012-03-06 00:00:00,2012-03-25 00:00:00,602,US-IL-602,Chicago IL,2013
4190,4190,4190,legally blonde (tour),"Chicago, IL","May 12, 2009 - Jun 07, 2009",James M. Nederlander Theatre,2009-05-12 00:00:00,2009-06-07 00:00:00,602,US-IL-602,Chicago IL,2011
4191,4191,4191,hair (tour),"Chicago, IL","Mar 15, 2011 - Mar 20, 2011",James M. Nederlander Theatre,2011-03-15 00:00:00,2011-03-20 00:00:00,602,US-IL-602,Chicago IL,2013
4192,4192,4192,hair (tour),"Chicago, IL","Mar 08, 2011 - Mar 13, 2011",James M. Nederlander Theatre,2011-03-08 00:00:00,2011-03-13 00:00:00,602,US-IL-602,Chicago IL,2009
4193,4193,4193,american idiot (tour),"Chicago, IL","Feb 07, 2012 - Feb 19, 2012",James M. Nederlander Theatre,2012-02-07 00:00:00,2012-02-19 00:00:00,602,US-IL-602,Chicago IL,2012
4194,4194,4194,sweeney todd (tour),"Chicago, IL","Apr 22, 2008 - May 04, 2008",Cadillac Palace Theatre,2008-04-22 00:00:00,2008-05-04 00:00:00,602,US-IL-602,Chicago IL,2019
4195,4195,4195,who's afraid of virginia woolf? (tour),"Chicago, IL","Mar 27, 2007 - Apr 08, 2007",CIBC Theatre,2007-03-27 00:00:00,2007-04-08 00:00:00,602,US-IL-602,Chicago IL,2012
4196,4196,4196,high school musical (tour),"Chicago, IL","Jul 25, 2007 - Sep 02, 2007",CIBC Theatre,2007-07-25 00:00:00,2007-09-02 00:00:00,602,US-IL-602,Chicago IL,2012
4197,4197,4197,grease (tour),"Chicago, IL","Jan 06, 2009 - Jan 18, 2009",Auditorium Theatre of Roosevelt University,2009-01-06 00:00:00,2009-01-18 00:00:00,602,US-IL-602,Chicago IL,2008
4198,4198,4198,xanadu (tour),"Chicago, IL","Jan 16, 2009 - Mar 29, 2009",Broadway Playhouse at Water Tower Place,2009-01-16 00:00:00,2009-03-29 00:00:00,602,US-IL-602,Chicago IL,2012
4199,4199,4199,rock of ages (tour),"Chicago, IL","Sep 21, 2010 - Oct 03, 2010",CIBC Theatre,2010-09-21 00:00:00,2010-10-03 00:00:00,602,US-IL-602,Chicago IL,2010
4200,4200,4200,billy elliot: the musical (tour),"Chicago, IL","Mar 18, 2010 - Nov 28, 2010",James M. Nederlander Theatre,2010-03-18 00:00:00,2010-11-28 00:00:00,602,US-IL-602,Chicago IL,2011
4201,4201,4201,fiddler on the roof (tour),"Chicago, IL","Jun 09, 2009 - Jun 28, 2009",James M. Nederlander Theatre,2009-06-09 00:00:00,2009-06-28 00:00:00,602,US-IL-602,Chicago IL,2011
4202,4202,4202,in the heights (tour),"Chicago, IL","Dec 15, 2009 - Jan 03, 2010",Cadillac Palace Theatre,2009-12-15 00:00:00,2010-01-03 00:00:00,602,US-IL-602,Chicago IL,2011
4203,4203,4203,mamma mia! (tour: second national),"Chicago, IL","Jan 24, 2012 - Jan 29, 2012",James M. Nederlander Theatre,2012-01-24 00:00:00,2012-01-29 00:00:00,602,US-IL-602,Chicago IL,2013
4204,4204,4204,mamma mia! (tour: second national),"Chicago, IL","Sep 16, 2008 - Sep 28, 2008",Auditorium Theatre of Roosevelt University,2008-09-16 00:00:00,2008-09-28 00:00:00,602,US-IL-602,Chicago IL,2015
4205,4205,4205,mamma mia! (tour: second national),"Chicago, IL","Dec 12, 2006 - Dec 31, 2006",Cadillac Palace Theatre,2006-12-12 00:00:00,2006-12-31 00:00:00,602,US-IL-602,Chicago IL,2015
4206,4206,4206,mamma mia! (tour: second national),"Chicago, IL","Nov 23, 2004 - Dec 26, 2004",James M. Nederlander Theatre,2004-11-23 00:00:00,2004-12-26 00:00:00,602,US-IL-602,Chicago IL,2017
4207,4207,4207,rent (tour: mark),"Chicago, IL","Mar 31, 2009 - Apr 12, 2009",James M. Nederlander Theatre,2009-03-31 00:00:00,2009-04-12 00:00:00,602,US-IL-602,Chicago IL,2009
4208,4208,4208,chicago (tour),"Chicago, IL","Jun 07, 2011 - Jun 12, 2011",James M. Nederlander Theatre,2011-06-07 00:00:00,2011-06-12 00:00:00,602,US-IL-602,Chicago IL,2014
4209,4209,4209,chicago (tour),"Chicago, IL","Feb 24, 2009 - Mar 08, 2009",James M. Nederlander Theatre,2009-02-24 00:00:00,2009-03-08 00:00:00,602,US-IL-602,Chicago IL,2012
4210,4210,4210,a chorus line (tour),"Chicago, IL","Apr 14, 2009 - May 03, 2009",James M. Nederlander Theatre,2009-04-14 00:00:00,2009-05-03 00:00:00,602,US-IL-602,Chicago IL,2012
4211,4211,4211,the color purple (tour),"Chicago, IL","Apr 17, 2007 - Sep 30, 2007",Cadillac Palace Theatre,2007-04-17 00:00:00,2007-09-30 00:00:00,602,US-IL-602,Chicago IL,2007
4212,4212,4212,spring awakening (tour),"Chicago, IL","Aug 04, 2009 - Aug 16, 2009",Cadillac Palace Theatre,2009-08-04 00:00:00,2009-08-16 00:00:00,602,US-IL-602,Chicago IL,2012
4213,4213,4213,the 39 steps (tour),"Chicago, IL","May 18, 2010 - May 30, 2010",CIBC Theatre,2010-05-18 00:00:00,2010-05-30 00:00:00,602,US-IL-602,Chicago IL,2009
4214,4214,4214,a bronx tale (tour),"Chicago, IL","Mar 10, 2009 - Mar 22, 2009",James M. Nederlander Theatre,2009-03-10 00:00:00,2009-03-22 00:00:00,602,US-IL-602,Chicago IL,2011
4215,4215,4215,august: osage county (tour),"Chicago, IL","Feb 02, 2010 - Feb 14, 2010",Cadillac Palace Theatre,2010-02-02 00:00:00,2010-02-14 00:00:00,602,US-IL-602,Chicago IL,2012
4216,4216,4216,dreamgirls (tour),"Chicago, IL","Jan 19, 2010 - Jan 31, 2010",Cadillac Palace Theatre,2010-01-19 00:00:00,2010-01-31 00:00:00,602,US-IL-602,Chicago IL,2008
4217,4217,4217,the drowsy chaperone (tour),"Chicago, IL","Apr 01, 2008 - Apr 13, 2008",Cadillac Palace Theatre,2008-04-01 00:00:00,2008-04-13 00:00:00,602,US-IL-602,Chicago IL,2008
4218,4218,4218,twelve angry men (tour),"Chicago, IL","Jan 30, 2007 - Feb 11, 2007",CIBC Theatre,2007-01-30 00:00:00,2007-02-11 00:00:00,602,US-IL-602,Chicago IL,2009
4219,4219,4219,the lion king (tour: cheetah),"Chicago, IL","Jun 10, 2005 - Sep 04, 2005",Cadillac Palace Theatre,2005-06-10 00:00:00,2005-09-04 00:00:00,602,US-IL-602,Chicago IL,2010
4221,4221,4221,golda's balcony (tour),"Chicago, IL","May 30, 2006 - Jun 11, 2006",CIBC Theatre,2006-05-30 00:00:00,2006-06-11 00:00:00,602,US-IL-602,Chicago IL,2011
4222,4222,4222,avenue q (tour),"Chicago, IL","May 21, 2008 - Jun 08, 2008",Cadillac Palace Theatre,2008-05-21 00:00:00,2008-06-08 00:00:00,602,US-IL-602,Chicago IL,2011
4223,4223,4223,spamalot (tour),"Chicago, IL","Jan 20, 2009 - Feb 01, 2009",Auditorium Theatre of Roosevelt University,2009-01-20 00:00:00,2009-02-01 00:00:00,602,US-IL-602,Chicago IL,2010
4224,4224,4224,spamalot (tour),"Chicago, IL","Apr 19, 2006 - Jun 04, 2006",Cadillac Palace Theatre,2006-04-19 00:00:00,2006-06-04 00:00:00,602,US-IL-602,Chicago IL,2011
4225,4225,4225,dirty rotten scoundrels (tour),"Chicago, IL","Jul 31, 2007 - Aug 12, 2007",Auditorium Theatre of Roosevelt University,2007-07-31 00:00:00,2007-08-12 00:00:00,602,US-IL-602,Chicago IL,2009
4226,4226,4226,my fair lady (tour),"Chicago, IL","Jan 22, 2008 - Feb 03, 2008",Cadillac Palace Theatre,2008-01-22 00:00:00,2008-02-03 00:00:00,602,US-IL-602,Chicago IL,2012
4227,4227,4227,little women (tour),"Chicago, IL","Jan 24, 2006 - Feb 05, 2006",Cadillac Palace Theatre,2006-01-24 00:00:00,2006-02-05 00:00:00,602,US-IL-602,Chicago IL,2009
4228,4228,4228,the light in the piazza (tour),"Chicago, IL","Jul 10, 2007 - Jul 22, 2007",Auditorium Theatre of Roosevelt University,2007-07-10 00:00:00,2007-07-22 00:00:00,602,US-IL-602,Chicago IL,2006
4229,4229,4229,doubt (tour),"Chicago, IL","Jan 09, 2007 - Jan 28, 2007",CIBC Theatre,2007-01-09 00:00:00,2007-01-28 00:00:00,602,US-IL-602,Chicago IL,2009
4230,4230,4230,altar boyz (tour),"Chicago, IL","Oct 10, 2006 - Oct 29, 2006",CIBC Theatre,2006-10-10 00:00:00,2006-10-29 00:00:00,602,US-IL-602,Chicago IL,2009
4231,4231,4231,doctor dolittle (tour: 2006),"Chicago, IL","Jul 18, 2006 - Jul 30, 2006",Cadillac Palace Theatre,2006-07-18 00:00:00,2006-07-30 00:00:00,602,US-IL-602,Chicago IL,2012
4232,4232,4232,annie (tour),"Chicago, IL","Sep 19, 2006 - Oct 01, 2006",CIBC Theatre,2006-09-19 00:00:00,2006-10-01 00:00:00,602,US-IL-602,Chicago IL,2009
4233,4233,4233,movin' out (tour),"Chicago, IL","Jun 27, 2006 - Jul 09, 2006",Auditorium Theatre of Roosevelt University,2006-06-27 00:00:00,2006-07-09 00:00:00,602,US-IL-602,Chicago IL,2017
4234,4234,4234,little shop of horrors (tour),"Chicago, IL","Jun 21, 2005 - Jul 03, 2005",Auditorium Theatre of Roosevelt University,2005-06-21 00:00:00,2005-07-03 00:00:00,602,US-IL-602,Chicago IL,2010
4236,4236,4236,joseph and the amazing technicolor dreamcoat (tour: 2005),"Chicago, IL","Nov 22, 2005 - Dec 04, 2005",Auditorium Theatre of Roosevelt University,2005-11-22 00:00:00,2005-12-04 00:00:00,602,US-IL-602,Chicago IL,2010
4237,4237,4237,hairspray (tour),"Chicago, IL","Dec 06, 2005 - Dec 18, 2005",Cadillac Palace Theatre,2005-12-06 00:00:00,2005-12-18 00:00:00,602,US-IL-602,Chicago IL,2010
4240,4240,4240,the producers (tour: leo),"Chicago, IL","Feb 01, 2005 - Feb 20, 2005",Auditorium Theatre of Roosevelt University,2005-02-01 00:00:00,2005-02-20 00:00:00,602,US-IL-602,Chicago IL,2008
4242,4242,4242,the graduate (tour),"Chicago, IL","Feb 24, 2004 - Mar 14, 2004",CIBC Theatre,2004-02-24 00:00:00,2004-03-14 00:00:00,602,US-IL-602,Chicago IL,2007
4243,4243,4243,on the record (tour),"Chicago, IL","Nov 30, 2004 - Dec 12, 2004",Auditorium Theatre of Roosevelt University,2004-11-30 00:00:00,2004-12-12 00:00:00,602,US-IL-602,Chicago IL,2006
4244,4244,4244,thoroughly modern millie (tour),"Chicago, IL","Feb 17, 2004 - Feb 29, 2004",James M. Nederlander Theatre,2004-02-17 00:00:00,2004-02-29 00:00:00,602,US-IL-602,Chicago IL,2006
4245,4245,4245,the king and i (tour: 2004),"Chicago, IL","Aug 02, 2004 - Aug 15, 2004",Auditorium Theatre of Roosevelt University,2004-08-02 00:00:00,2004-08-15 00:00:00,602,US-IL-602,Chicago IL,2007
4252,4252,4252,i love lucy live on stage (tour),"Chicago, IL","Dec 09, 2014 - Dec 14, 2014",CIBC Theatre,2014-12-09 00:00:00,2014-12-14 00:00:00,602,US-IL-602,Chicago IL,2005
4253,4253,4253,jesus christ superstar (tour),"Chicago, IL","Jan 18, 2005 - Jan 23, 2005",Chicago Theatre,2005-01-18 00:00:00,2005-01-23 00:00:00,602,US-IL-602,Chicago IL,2005
4255,4255,4255,cheers live on stage (tour),"Chicago, IL","Sep 20, 2016 - Oct 09, 2016",Broadway Playhouse at Water Tower Place,2016-09-20 00:00:00,2016-10-09 00:00:00,602,US-IL-602,Chicago IL,2005
4256,4256,4256,evita (tour: 2004),"Chicago, IL","Nov 16, 2004 - Nov 28, 2004",Auditorium Theatre of Roosevelt University,2004-11-16 00:00:00,2004-11-28 00:00:00,602,US-IL-602,Chicago IL,2004
4263,4263,4263,legends! (tour),"Chicago, IL","Feb 20, 2007 - Mar 04, 2007",CIBC Theatre,2007-02-20 00:00:00,2007-03-04 00:00:00,602,US-IL-602,Chicago IL,2007
4266,4266,4266,peter pan (tour),"Chicago, IL","Feb 01, 2005 - Feb 13, 2005",Cadillac Palace Theatre,2005-02-01 00:00:00,2005-02-13 00:00:00,602,US-IL-602,Chicago IL,2018
4294,4294,4294,the phantom of the opera (tour: music box),"Chicago, IL","Oct 31, 2007 - Jan 05, 2008",Cadillac Palace Theatre,2007-10-31 00:00:00,2008-01-05 00:00:00,602,US-IL-602,Chicago IL,2013
4295,4295,4295,the phantom of the opera (tour: music box),"Chicago, IL","Mar 03, 2004 - May 02, 2004",Cadillac Palace Theatre,2004-03-03 00:00:00,2004-05-02 00:00:00,602,US-IL-602,Chicago IL,2015
4303,4303,4303,chicago (tour),"Chicago, IL","Nov 22, 2005 - Dec 04, 2005",Cadillac Palace Theatre,2005-11-22 00:00:00,2005-12-04 00:00:00,602,US-IL-602,Chicago IL,2014
4315,4315,4315,irving berlin's white christmas (tour: 2010),"Chicago, IL","Dec 14, 2010 - Jan 02, 2011",CIBC Theatre,2010-12-14 00:00:00,2011-01-02 00:00:00,602,US-IL-602,Chicago IL,2016
4345,4345,4345,the boy friend (tour),"Chicago, IL","Nov 14, 2005 - Nov 20, 2005",Chicago Theatre,2005-11-14 00:00:00,2005-11-20 00:00:00,602,US-IL-602,Chicago IL,2011
4358,4358,4358,waitress (tour),"Chicago, IL","Jul 03, 2018 - Jul 22, 2018",Cadillac Palace Theatre,2018-07-03 00:00:00,2018-07-22 00:00:00,602,US-IL-602,Chicago IL,2008
